create_date,point_id,valid_from,valid_to,carrier,estimated_days,origin_country,origin_name,origin_code,destination_country,destination_name,destination_code,shipping_type,load_type,load_amount,price_usd
2024-02-01,19016386,2024-01-01,2024-03-31,Azul Brazilian Airlines,,US,Miami Intl,KMIA,BR,Presidente Juscelino Kubitschek,SBBR,AIR,kg,300,930
2024-02-01,19016386,2024-01-01,2024-03-31,Azul Brazilian Airlines,,US,Miami Intl,KMIA,BR,Presidente Juscelino Kubitschek,SBBR,AIR,kg,500,1475
2024-02-01,19016386,2024-01-01,2024-03-31,Azul Brazilian Airlines,,US,Miami Intl,KMIA,BR,Presidente Juscelino Kubitschek,SBBR,AIR,kg,750,2212.5
2024-02-01,19016386,2024-01-01,2024-03-31,Azul Brazilian Airlines,,US,Miami Intl,KMIA,BR,Presidente Juscelino Kubitschek,SBBR,AIR,kg,1000,2850
2024-02-01,19016384,2024-01-01,2024-03-31,Azul Brazilian Airlines,,US,Miami Intl,KMIA,BR,Val De Cans Intl,SBBE,AIR,kg,25,85
2024-02-01,19016384,2024-01-01,2024-03-31,Azul Brazilian Airlines,,US,Miami Intl,KMIA,BR,Val De Cans Intl,SBBE,AIR,kg,45,153
2024-02-01,19016384,2024-01-01,2024-03-31,Azul Brazilian Airlines,,US,Miami Intl,KMIA,BR,Val De Cans Intl,SBBE,AIR,kg,100,255
2024-02-01,19016384,2024-01-01,2024-03-31,Azul Brazilian Airlines,,US,Miami Intl,KMIA,BR,Val De Cans Intl,SBBE,AIR,kg,250,637.5
2024-02-01,19016384,2024-01-01,2024-03-31,Azul Brazilian Airlines,,US,Miami Intl,KMIA,BR,Val De Cans Intl,SBBE,AIR,kg,300,735
2024-02-01,19016384,2024-01-01,2024-03-31,Azul Brazilian Airlines,,US,Miami Intl,KMIA,BR,Val De Cans Intl,SBBE,AIR,kg,500,1175
2024-02-01,19016384,2024-01-01,2024-03-31,Azul Brazilian Airlines,,US,Miami Intl,KMIA,BR,Val De Cans Intl,SBBE,AIR,kg,750,1762.5
2024-02-01,19016384,2024-01-01,2024-03-31,Azul Brazilian Airlines,,US,Miami Intl,KMIA,BR,Val De Cans Intl,SBBE,AIR,kg,1000,2250
2024-02-01,19016382,2024-01-01,2024-03-31,Azul Brazilian Airlines,,US,Miami Intl,KMIA,BR,Guararapes Gilberto Freyre Intl,SBRF,AIR,kg,25,93.75
2024-02-01,19016382,2024-01-01,2024-03-31,Azul Brazilian Airlines,,US,Miami Intl,KMIA,BR,Guararapes Gilberto Freyre Intl,SBRF,AIR,kg,45,168.75
2024-02-01,19016382,2024-01-01,2024-03-31,Azul Brazilian Airlines,,US,Miami Intl,KMIA,BR,Guararapes Gilberto Freyre Intl,SBRF,AIR,kg,100,155
2024-02-01,19016382,2024-01-01,2024-03-31,Azul Brazilian Airlines,,US,Miami Intl,KMIA,BR,Guararapes Gilberto Freyre Intl,SBRF,AIR,kg,250,387.5
2024-02-01,19016382,2024-01-01,2024-03-31,Azul Brazilian Airlines,,US,Miami Intl,KMIA,BR,Guararapes Gilberto Freyre Intl,SBRF,AIR,kg,300,450
2024-02-01,19016382,2024-01-01,2024-03-31,Azul Brazilian Airlines,,US,Miami Intl,KMIA,BR,Guararapes Gilberto Freyre Intl,SBRF,AIR,kg,500,675
2024-02-01,19016382,2024-01-01,2024-03-31,Azul Brazilian Airlines,,US,Miami Intl,KMIA,BR,Guararapes Gilberto Freyre Intl,SBRF,AIR,kg,750,1012.5
2024-02-01,19016382,2024-01-01,2024-03-31,Azul Brazilian Airlines,,US,Miami Intl,KMIA,BR,Guararapes Gilberto Freyre Intl,SBRF,AIR,kg,1000,1350
2024-02-01,19016380,2024-01-01,2024-03-31,Azul Brazilian Airlines,,US,Miami Intl,KMIA,BR,Tancredo Neves Intl,SBCF,AIR,kg,25,93.75
2024-02-01,19016380,2024-01-01,2024-03-31,Azul Brazilian Airlines,,US,Miami Intl,KMIA,BR,Tancredo Neves Intl,SBCF,AIR,kg,45,168.75
2024-02-01,19016380,2024-01-01,2024-03-31,Azul Brazilian Airlines,,US,Miami Intl,KMIA,BR,Tancredo Neves Intl,SBCF,AIR,kg,100,155
2024-02-01,19016380,2024-01-01,2024-03-31,Azul Brazilian Airlines,,US,Miami Intl,KMIA,BR,Tancredo Neves Intl,SBCF,AIR,kg,250,387.5
2024-02-01,19016380,2024-01-01,2024-03-31,Azul Brazilian Airlines,,US,Miami Intl,KMIA,BR,Tancredo Neves Intl,SBCF,AIR,kg,300,450
2024-02-01,19016380,2024-01-01,2024-03-31,Azul Brazilian Airlines,,US,Miami Intl,KMIA,BR,Tancredo Neves Intl,SBCF,AIR,kg,500,700
2024-02-01,19016380,2024-01-01,2024-03-31,Azul Brazilian Airlines,,US,Miami Intl,KMIA,BR,Tancredo Neves Intl,SBCF,AIR,kg,750,1050
2024-02-01,19016380,2024-01-01,2024-03-31,Azul Brazilian Airlines,,US,Miami Intl,KMIA,BR,Tancredo Neves Intl,SBCF,AIR,kg,1000,1400
2024-02-01,19016378,2024-01-01,2024-03-31,Azul Brazilian Airlines,,US,Miami Intl,KMIA,BR,Viracopos,SBKP,AIR,kg,25,93.75
2024-02-01,19016378,2024-01-01,2024-03-31,Azul Brazilian Airlines,,US,Miami Intl,KMIA,BR,Viracopos,SBKP,AIR,kg,45,168.75
2024-02-01,19016378,2024-01-01,2024-03-31,Azul Brazilian Airlines,,US,Miami Intl,KMIA,BR,Viracopos,SBKP,AIR,kg,100,155
2024-02-01,19016378,2024-01-01,2024-03-31,Azul Brazilian Airlines,,US,Miami Intl,KMIA,BR,Viracopos,SBKP,AIR,kg,250,387.5
2024-02-01,19016378,2024-01-01,2024-03-31,Azul Brazilian Airlines,,US,Miami Intl,KMIA,BR,Viracopos,SBKP,AIR,kg,300,450
2024-02-01,19016378,2024-01-01,2024-03-31,Azul Brazilian Airlines,,US,Miami Intl,KMIA,BR,Viracopos,SBKP,AIR,kg,500,725
2024-02-01,19016378,2024-01-01,2024-03-31,Azul Brazilian Airlines,,US,Miami Intl,KMIA,BR,Viracopos,SBKP,AIR,kg,750,1087.5
2024-02-01,19016378,2024-01-01,2024-03-31,Azul Brazilian Airlines,,US,Miami Intl,KMIA,BR,Viracopos,SBKP,AIR,kg,1000,1400
2024-02-01,19016376,2024-01-01,2024-03-31,UPS Airlines,,US,Miami Intl,KMIA,BR,Viracopos,SBKP,AIR,kg,25,125
2024-02-01,19016376,2024-01-01,2024-03-31,UPS Airlines,,US,Miami Intl,KMIA,BR,Viracopos,SBKP,AIR,kg,45,180
2024-02-01,19016376,2024-01-01,2024-03-31,UPS Airlines,,US,Miami Intl,KMIA,BR,Viracopos,SBKP,AIR,kg,100,255
2024-02-01,19016376,2024-01-01,2024-03-31,UPS Airlines,,US,Miami Intl,KMIA,BR,Viracopos,SBKP,AIR,kg,250,637.5
2024-02-01,19016376,2024-01-01,2024-03-31,UPS Airlines,,US,Miami Intl,KMIA,BR,Viracopos,SBKP,AIR,kg,300,765
2024-02-01,19016376,2024-01-01,2024-03-31,UPS Airlines,,US,Miami Intl,KMIA,BR,Viracopos,SBKP,AIR,kg,500,1275
2024-02-01,19016376,2024-01-01,2024-03-31,UPS Airlines,,US,Miami Intl,KMIA,BR,Viracopos,SBKP,AIR,kg,750,1912.5
2024-02-01,19016376,2024-01-01,2024-03-31,UPS Airlines,,US,Miami Intl,KMIA,BR,Viracopos,SBKP,AIR,kg,1000,2550
2024-02-01,19016374,2024-01-01,2024-03-31,LATAM Airlines Group,,US,Miami Intl,KMIA,BR,Guararapes Gilberto Freyre Intl,SBRF,AIR,kg,25,200
2024-02-01,19016374,2024-01-01,2024-03-31,LATAM Airlines Group,,US,Miami Intl,KMIA,BR,Guararapes Gilberto Freyre Intl,SBRF,AIR,kg,45,225
2024-02-01,19016374,2024-01-01,2024-03-31,LATAM Airlines Group,,US,Miami Intl,KMIA,BR,Guararapes Gilberto Freyre Intl,SBRF,AIR,kg,100,405
2024-02-01,19016374,2024-01-01,2024-03-31,LATAM Airlines Group,,US,Miami Intl,KMIA,BR,Guararapes Gilberto Freyre Intl,SBRF,AIR,kg,250,1012.5
2024-02-01,19016374,2024-01-01,2024-03-31,LATAM Airlines Group,,US,Miami Intl,KMIA,BR,Guararapes Gilberto Freyre Intl,SBRF,AIR,kg,300,1215
2024-02-01,19016374,2024-01-01,2024-03-31,LATAM Airlines Group,,US,Miami Intl,KMIA,BR,Guararapes Gilberto Freyre Intl,SBRF,AIR,kg,500,2025
2024-02-01,19016374,2024-01-01,2024-03-31,LATAM Airlines Group,,US,Miami Intl,KMIA,BR,Guararapes Gilberto Freyre Intl,SBRF,AIR,kg,750,3037.5
2024-02-01,19016374,2024-01-01,2024-03-31,LATAM Airlines Group,,US,Miami Intl,KMIA,BR,Guararapes Gilberto Freyre Intl,SBRF,AIR,kg,1000,4050
2024-02-01,19016372,2024-01-01,2024-03-31,LATAM Airlines Group,,US,Miami Intl,KMIA,BR,Pinto Martins Intl,SBFZ,AIR,kg,25,200
2024-02-01,19016372,2024-01-01,2024-03-31,LATAM Airlines Group,,US,Miami Intl,KMIA,BR,Pinto Martins Intl,SBFZ,AIR,kg,45,225
2024-02-01,19016372,2024-01-01,2024-03-31,LATAM Airlines Group,,US,Miami Intl,KMIA,BR,Pinto Martins Intl,SBFZ,AIR,kg,100,612
2024-02-01,19016372,2024-01-01,2024-03-31,LATAM Airlines Group,,US,Miami Intl,KMIA,BR,Pinto Martins Intl,SBFZ,AIR,kg,250,1530
2024-02-01,19016372,2024-01-01,2024-03-31,LATAM Airlines Group,,US,Miami Intl,KMIA,BR,Pinto Martins Intl,SBFZ,AIR,kg,300,1836
2024-02-01,19016372,2024-01-01,2024-03-31,LATAM Airlines Group,,US,Miami Intl,KMIA,BR,Pinto Martins Intl,SBFZ,AIR,kg,500,3060
2024-02-01,19016372,2024-01-01,2024-03-31,LATAM Airlines Group,,US,Miami Intl,KMIA,BR,Pinto Martins Intl,SBFZ,AIR,kg,750,4590
2024-02-01,19016372,2024-01-01,2024-03-31,LATAM Airlines Group,,US,Miami Intl,KMIA,BR,Pinto Martins Intl,SBFZ,AIR,kg,1000,6120
2024-02-01,19016370,2024-01-01,2024-03-31,LATAM Airlines Group,,US,Miami Intl,KMIA,BR,Deputado Luis Eduardo Magalhaes,SBSV,AIR,kg,25,200
2024-02-01,19016370,2024-01-01,2024-03-31,LATAM Airlines Group,,US,Miami Intl,KMIA,BR,Deputado Luis Eduardo Magalhaes,SBSV,AIR,kg,45,225
2024-02-01,19016370,2024-01-01,2024-03-31,LATAM Airlines Group,,US,Miami Intl,KMIA,BR,Deputado Luis Eduardo Magalhaes,SBSV,AIR,kg,100,405
2024-02-01,19016370,2024-01-01,2024-03-31,LATAM Airlines Group,,US,Miami Intl,KMIA,BR,Deputado Luis Eduardo Magalhaes,SBSV,AIR,kg,250,1012.5
2024-02-01,19016370,2024-01-01,2024-03-31,LATAM Airlines Group,,US,Miami Intl,KMIA,BR,Deputado Luis Eduardo Magalhaes,SBSV,AIR,kg,300,1215
2024-02-01,19016370,2024-01-01,2024-03-31,LATAM Airlines Group,,US,Miami Intl,KMIA,BR,Deputado Luis Eduardo Magalhaes,SBSV,AIR,kg,500,2025
2024-02-01,19016370,2024-01-01,2024-03-31,LATAM Airlines Group,,US,Miami Intl,KMIA,BR,Deputado Luis Eduardo Magalhaes,SBSV,AIR,kg,750,3037.5
2024-02-01,19016370,2024-01-01,2024-03-31,LATAM Airlines Group,,US,Miami Intl,KMIA,BR,Deputado Luis Eduardo Magalhaes,SBSV,AIR,kg,1000,4050
2024-02-01,19016368,2024-01-01,2024-03-31,COPA Airlines,,US,Miami Intl,KMIA,BR,Galeao Antonio Carlos Jobim,SBGL,AIR,kg,25,200
2024-02-01,19016368,2024-01-01,2024-03-31,COPA Airlines,,US,Miami Intl,KMIA,BR,Galeao Antonio Carlos Jobim,SBGL,AIR,kg,45,177.75
2024-02-01,19016368,2024-01-01,2024-03-31,COPA Airlines,,US,Miami Intl,KMIA,BR,Galeao Antonio Carlos Jobim,SBGL,AIR,kg,100,355
2024-02-01,19016368,2024-01-01,2024-03-31,COPA Airlines,,US,Miami Intl,KMIA,BR,Galeao Antonio Carlos Jobim,SBGL,AIR,kg,250,887.5
2024-02-01,19016368,2024-01-01,2024-03-31,COPA Airlines,,US,Miami Intl,KMIA,BR,Galeao Antonio Carlos Jobim,SBGL,AIR,kg,300,1020
2024-02-01,19016368,2024-01-01,2024-03-31,COPA Airlines,,US,Miami Intl,KMIA,BR,Galeao Antonio Carlos Jobim,SBGL,AIR,kg,500,1575
2024-02-01,19016368,2024-01-01,2024-03-31,COPA Airlines,,US,Miami Intl,KMIA,BR,Galeao Antonio Carlos Jobim,SBGL,AIR,kg,750,2362.5
2024-02-01,19016368,2024-01-01,2024-03-31,COPA Airlines,,US,Miami Intl,KMIA,BR,Galeao Antonio Carlos Jobim,SBGL,AIR,kg,1000,3150
2024-02-01,19016366,2024-01-01,2024-03-31,COPA Airlines,,US,Miami Intl,KMIA,BR,Salgado Filho,SBPA,AIR,kg,25,200
2024-02-01,19016366,2024-01-01,2024-03-31,COPA Airlines,,US,Miami Intl,KMIA,BR,Salgado Filho,SBPA,AIR,kg,45,166.5
2024-02-01,19016366,2024-01-01,2024-03-31,COPA Airlines,,US,Miami Intl,KMIA,BR,Salgado Filho,SBPA,AIR,kg,100,330
2024-02-01,19016366,2024-01-01,2024-03-31,COPA Airlines,,US,Miami Intl,KMIA,BR,Salgado Filho,SBPA,AIR,kg,250,825
2024-02-01,19016366,2024-01-01,2024-03-31,COPA Airlines,,US,Miami Intl,KMIA,BR,Salgado Filho,SBPA,AIR,kg,300,765
2024-02-01,19016366,2024-01-01,2024-03-31,COPA Airlines,,US,Miami Intl,KMIA,BR,Salgado Filho,SBPA,AIR,kg,500,1250
2024-02-01,19016366,2024-01-01,2024-03-31,COPA Airlines,,US,Miami Intl,KMIA,BR,Salgado Filho,SBPA,AIR,kg,750,1875
2024-02-01,19016366,2024-01-01,2024-03-31,COPA Airlines,,US,Miami Intl,KMIA,BR,Salgado Filho,SBPA,AIR,kg,1000,2500
2024-02-01,19016364,2024-01-01,2024-03-31,COPA Airlines,,US,Miami Intl,KMIA,BR,Eduardo Gomes Intl,SBEG,AIR,kg,25,175
2024-02-01,19016364,2024-01-01,2024-03-31,COPA Airlines,,US,Miami Intl,KMIA,BR,Eduardo Gomes Intl,SBEG,AIR,kg,45,166.5
2024-02-01,19016364,2024-01-01,2024-03-31,COPA Airlines,,US,Miami Intl,KMIA,BR,Eduardo Gomes Intl,SBEG,AIR,kg,100,330
2024-02-01,19016364,2024-01-01,2024-03-31,COPA Airlines,,US,Miami Intl,KMIA,BR,Eduardo Gomes Intl,SBEG,AIR,kg,250,825
2024-02-01,19016364,2024-01-01,2024-03-31,COPA Airlines,,US,Miami Intl,KMIA,BR,Eduardo Gomes Intl,SBEG,AIR,kg,300,765
2024-02-01,19016364,2024-01-01,2024-03-31,COPA Airlines,,US,Miami Intl,KMIA,BR,Eduardo Gomes Intl,SBEG,AIR,kg,500,1175
2024-02-01,19016364,2024-01-01,2024-03-31,COPA Airlines,,US,Miami Intl,KMIA,BR,Eduardo Gomes Intl,SBEG,AIR,kg,750,1762.5
2024-02-01,19016364,2024-01-01,2024-03-31,COPA Airlines,,US,Miami Intl,KMIA,BR,Eduardo Gomes Intl,SBEG,AIR,kg,1000,2350
2024-02-01,19016362,2024-01-01,2024-03-31,COPA Airlines,,US,Miami Intl,KMIA,BR,Guarulhos Gov Andre Franco Montouro,SBGR,AIR,kg,25,175
2024-02-01,19016362,2024-01-01,2024-03-31,COPA Airlines,,US,Miami Intl,KMIA,BR,Guarulhos Gov Andre Franco Montouro,SBGR,AIR,kg,45,173.25
2024-02-01,19016362,2024-01-01,2024-03-31,COPA Airlines,,US,Miami Intl,KMIA,BR,Guarulhos Gov Andre Franco Montouro,SBGR,AIR,kg,100,355
2024-02-01,19016362,2024-01-01,2024-03-31,COPA Airlines,,US,Miami Intl,KMIA,BR,Guarulhos Gov Andre Franco Montouro,SBGR,AIR,kg,250,887.5
2024-02-01,19016362,2024-01-01,2024-03-31,COPA Airlines,,US,Miami Intl,KMIA,BR,Guarulhos Gov Andre Franco Montouro,SBGR,AIR,kg,300,1020
2024-02-01,19016362,2024-01-01,2024-03-31,COPA Airlines,,US,Miami Intl,KMIA,BR,Guarulhos Gov Andre Franco Montouro,SBGR,AIR,kg,500,1575
2024-02-01,19016362,2024-01-01,2024-03-31,COPA Airlines,,US,Miami Intl,KMIA,BR,Guarulhos Gov Andre Franco Montouro,SBGR,AIR,kg,750,2362.5
2024-02-01,19016362,2024-01-01,2024-03-31,COPA Airlines,,US,Miami Intl,KMIA,BR,Guarulhos Gov Andre Franco Montouro,SBGR,AIR,kg,1000,3150
2024-02-01,19016360,2024-01-01,2024-03-31,COPA Airlines,,US,Miami Intl,KMIA,BR,Tancredo Neves Intl,SBCF,AIR,kg,25,125
2024-02-01,19016360,2024-01-01,2024-03-31,COPA Airlines,,US,Miami Intl,KMIA,BR,Tancredo Neves Intl,SBCF,AIR,kg,45,182.25
2024-02-01,19016360,2024-01-01,2024-03-31,COPA Airlines,,US,Miami Intl,KMIA,BR,Tancredo Neves Intl,SBCF,AIR,kg,100,360
2024-02-01,19016360,2024-01-01,2024-03-31,COPA Airlines,,US,Miami Intl,KMIA,BR,Tancredo Neves Intl,SBCF,AIR,kg,250,900
2024-02-01,19016360,2024-01-01,2024-03-31,COPA Airlines,,US,Miami Intl,KMIA,BR,Tancredo Neves Intl,SBCF,AIR,kg,300,1035
2024-02-01,19016360,2024-01-01,2024-03-31,COPA Airlines,,US,Miami Intl,KMIA,BR,Tancredo Neves Intl,SBCF,AIR,kg,500,1600
2024-02-01,19016360,2024-01-01,2024-03-31,COPA Airlines,,US,Miami Intl,KMIA,BR,Tancredo Neves Intl,SBCF,AIR,kg,750,2400
2024-02-01,19016360,2024-01-01,2024-03-31,COPA Airlines,,US,Miami Intl,KMIA,BR,Tancredo Neves Intl,SBCF,AIR,kg,1000,3200
2024-02-01,19016358,2024-01-01,2024-03-31,COPA Airlines,,US,Miami Intl,KMIA,BR,Presidente Juscelino Kubitschek,SBBR,AIR,kg,25,175
2024-02-01,19016358,2024-01-01,2024-03-31,COPA Airlines,,US,Miami Intl,KMIA,BR,Presidente Juscelino Kubitschek,SBBR,AIR,kg,45,294.75
2024-02-01,19016358,2024-01-01,2024-03-31,COPA Airlines,,US,Miami Intl,KMIA,BR,Presidente Juscelino Kubitschek,SBBR,AIR,kg,100,470
2024-02-01,19016358,2024-01-01,2024-03-31,COPA Airlines,,US,Miami Intl,KMIA,BR,Presidente Juscelino Kubitschek,SBBR,AIR,kg,250,1175
2024-02-01,19016358,2024-01-01,2024-03-31,COPA Airlines,,US,Miami Intl,KMIA,BR,Presidente Juscelino Kubitschek,SBBR,AIR,kg,300,1215
2024-02-01,19016358,2024-01-01,2024-03-31,COPA Airlines,,US,Miami Intl,KMIA,BR,Presidente Juscelino Kubitschek,SBBR,AIR,kg,500,1900
2024-02-01,19016358,2024-01-01,2024-03-31,COPA Airlines,,US,Miami Intl,KMIA,BR,Presidente Juscelino Kubitschek,SBBR,AIR,kg,750,2850
2024-02-01,19016358,2024-01-01,2024-03-31,COPA Airlines,,US,Miami Intl,KMIA,BR,Presidente Juscelino Kubitschek,SBBR,AIR,kg,1000,3800
2024-02-01,19016356,2024-01-01,2024-03-31,Atlas Air,,US,Miami Intl,KMIA,BR,Eduardo Gomes Intl,SBEG,AIR,kg,25,125
2024-02-01,19016356,2024-01-01,2024-03-31,Atlas Air,,US,Miami Intl,KMIA,BR,Eduardo Gomes Intl,SBEG,AIR,kg,45,96.75
2024-02-01,19016356,2024-01-01,2024-03-31,Atlas Air,,US,Miami Intl,KMIA,BR,Eduardo Gomes Intl,SBEG,AIR,kg,100,215
2024-02-01,19016356,2024-01-01,2024-03-31,Atlas Air,,US,Miami Intl,KMIA,BR,Eduardo Gomes Intl,SBEG,AIR,kg,250,537.5
2024-02-01,19016356,2024-01-01,2024-03-31,Atlas Air,,US,Miami Intl,KMIA,BR,Eduardo Gomes Intl,SBEG,AIR,kg,300,645
2024-02-01,19016356,2024-01-01,2024-03-31,Atlas Air,,US,Miami Intl,KMIA,BR,Eduardo Gomes Intl,SBEG,AIR,kg,500,1075
2024-02-01,19016356,2024-01-01,2024-03-31,Atlas Air,,US,Miami Intl,KMIA,BR,Eduardo Gomes Intl,SBEG,AIR,kg,750,1612.5
2024-02-01,19016356,2024-01-01,2024-03-31,Atlas Air,,US,Miami Intl,KMIA,BR,Eduardo Gomes Intl,SBEG,AIR,kg,1000,2150
2024-02-01,19016354,2024-01-01,2024-03-31,Atlas Air,,US,Miami Intl,KMIA,BR,Guarulhos Gov Andre Franco Montouro,SBGR,AIR,kg,25,125
2024-02-01,19016354,2024-01-01,2024-03-31,Atlas Air,,US,Miami Intl,KMIA,BR,Guarulhos Gov Andre Franco Montouro,SBGR,AIR,kg,45,128.25
2024-02-01,19016354,2024-01-01,2024-03-31,Atlas Air,,US,Miami Intl,KMIA,BR,Guarulhos Gov Andre Franco Montouro,SBGR,AIR,kg,100,285
2024-02-01,19016354,2024-01-01,2024-03-31,Atlas Air,,US,Miami Intl,KMIA,BR,Guarulhos Gov Andre Franco Montouro,SBGR,AIR,kg,250,712.5
2024-02-01,19016354,2024-01-01,2024-03-31,Atlas Air,,US,Miami Intl,KMIA,BR,Guarulhos Gov Andre Franco Montouro,SBGR,AIR,kg,300,855
2024-02-01,19016354,2024-01-01,2024-03-31,Atlas Air,,US,Miami Intl,KMIA,BR,Guarulhos Gov Andre Franco Montouro,SBGR,AIR,kg,500,1425
2024-02-01,19016354,2024-01-01,2024-03-31,Atlas Air,,US,Miami Intl,KMIA,BR,Guarulhos Gov Andre Franco Montouro,SBGR,AIR,kg,750,2137.5
2024-02-01,19016354,2024-01-01,2024-03-31,Atlas Air,,US,Miami Intl,KMIA,BR,Guarulhos Gov Andre Franco Montouro,SBGR,AIR,kg,1000,2850
2024-02-01,19016352,2024-01-01,2024-03-31,Atlas Air,,US,Miami Intl,KMIA,BR,Viracopos,SBKP,AIR,kg,25,125
2024-02-01,19016352,2024-01-01,2024-03-31,Atlas Air,,US,Miami Intl,KMIA,BR,Viracopos,SBKP,AIR,kg,45,128.25
2024-02-01,19016352,2024-01-01,2024-03-31,Atlas Air,,US,Miami Intl,KMIA,BR,Viracopos,SBKP,AIR,kg,100,285
2024-02-01,19016352,2024-01-01,2024-03-31,Atlas Air,,US,Miami Intl,KMIA,BR,Viracopos,SBKP,AIR,kg,250,712.5
2024-02-01,19016352,2024-01-01,2024-03-31,Atlas Air,,US,Miami Intl,KMIA,BR,Viracopos,SBKP,AIR,kg,300,855
2024-02-01,19016352,2024-01-01,2024-03-31,Atlas Air,,US,Miami Intl,KMIA,BR,Viracopos,SBKP,AIR,kg,500,1425
2024-02-01,19016352,2024-01-01,2024-03-31,Atlas Air,,US,Miami Intl,KMIA,BR,Viracopos,SBKP,AIR,kg,750,2137.5
2024-02-01,19016352,2024-01-01,2024-03-31,Atlas Air,,US,Miami Intl,KMIA,BR,Viracopos,SBKP,AIR,kg,1000,2850
2024-02-01,19016350,2024-01-01,2024-03-31,American Airlines,,US,Miami Intl,KMIA,BR,Guarulhos Gov Andre Franco Montouro,SBGR,AIR,kg,25,48.75
2024-02-01,19016350,2024-01-01,2024-03-31,American Airlines,,US,Miami Intl,KMIA,BR,Guarulhos Gov Andre Franco Montouro,SBGR,AIR,kg,45,87.75
2024-02-01,19016350,2024-01-01,2024-03-31,American Airlines,,US,Miami Intl,KMIA,BR,Guarulhos Gov Andre Franco Montouro,SBGR,AIR,kg,100,195
2024-02-01,19016350,2024-01-01,2024-03-31,American Airlines,,US,Miami Intl,KMIA,BR,Guarulhos Gov Andre Franco Montouro,SBGR,AIR,kg,250,487.5
2024-02-01,19016350,2024-01-01,2024-03-31,American Airlines,,US,Miami Intl,KMIA,BR,Guarulhos Gov Andre Franco Montouro,SBGR,AIR,kg,300,585
2024-02-01,19016350,2024-01-01,2024-03-31,American Airlines,,US,Miami Intl,KMIA,BR,Guarulhos Gov Andre Franco Montouro,SBGR,AIR,kg,500,975
2024-02-01,19016350,2024-01-01,2024-03-31,American Airlines,,US,Miami Intl,KMIA,BR,Guarulhos Gov Andre Franco Montouro,SBGR,AIR,kg,750,1462.5
2024-02-01,19016350,2024-01-01,2024-03-31,American Airlines,,US,Miami Intl,KMIA,BR,Guarulhos Gov Andre Franco Montouro,SBGR,AIR,kg,1000,1950
2024-02-01,19016348,2024-01-01,2024-03-31,American Airlines,,US,Miami Intl,KMIA,BR,Galeao Antonio Carlos Jobim,SBGL,AIR,kg,25,68.75
2024-02-01,19016348,2024-01-01,2024-03-31,American Airlines,,US,Miami Intl,KMIA,BR,Galeao Antonio Carlos Jobim,SBGL,AIR,kg,45,123.75
2024-02-01,19016348,2024-01-01,2024-03-31,American Airlines,,US,Miami Intl,KMIA,BR,Galeao Antonio Carlos Jobim,SBGL,AIR,kg,100,275
2024-02-01,19016348,2024-01-01,2024-03-31,American Airlines,,US,Miami Intl,KMIA,BR,Galeao Antonio Carlos Jobim,SBGL,AIR,kg,250,687.5
2024-02-01,19016348,2024-01-01,2024-03-31,American Airlines,,US,Miami Intl,KMIA,BR,Galeao Antonio Carlos Jobim,SBGL,AIR,kg,300,825
2024-02-01,19016348,2024-01-01,2024-03-31,American Airlines,,US,Miami Intl,KMIA,BR,Galeao Antonio Carlos Jobim,SBGL,AIR,kg,500,1375
2024-02-01,19016348,2024-01-01,2024-03-31,American Airlines,,US,Miami Intl,KMIA,BR,Galeao Antonio Carlos Jobim,SBGL,AIR,kg,750,2062.5
2024-02-01,19016348,2024-01-01,2024-03-31,American Airlines,,US,Miami Intl,KMIA,BR,Galeao Antonio Carlos Jobim,SBGL,AIR,kg,1000,2750
2024-02-01,19016346,2024-01-01,2024-03-31,Aeromexico,,US,Miami Intl,KMIA,BR,Guarulhos Gov Andre Franco Montouro,SBGR,AIR,kg,25,101.25
2024-02-01,19016346,2024-01-01,2024-03-31,Aeromexico,,US,Miami Intl,KMIA,BR,Guarulhos Gov Andre Franco Montouro,SBGR,AIR,kg,45,177.75
2024-02-01,19016346,2024-01-01,2024-03-31,Aeromexico,,US,Miami Intl,KMIA,BR,Guarulhos Gov Andre Franco Montouro,SBGR,AIR,kg,100,385
2024-02-01,19016346,2024-01-01,2024-03-31,Aeromexico,,US,Miami Intl,KMIA,BR,Guarulhos Gov Andre Franco Montouro,SBGR,AIR,kg,250,962.5
2024-02-01,19016346,2024-01-01,2024-03-31,Aeromexico,,US,Miami Intl,KMIA,BR,Guarulhos Gov Andre Franco Montouro,SBGR,AIR,kg,300,1125
2024-02-01,19016346,2024-01-01,2024-03-31,Aeromexico,,US,Miami Intl,KMIA,BR,Guarulhos Gov Andre Franco Montouro,SBGR,AIR,kg,500,1825
2024-02-01,19016346,2024-01-01,2024-03-31,Aeromexico,,US,Miami Intl,KMIA,BR,Guarulhos Gov Andre Franco Montouro,SBGR,AIR,kg,750,2737.5
2024-02-01,19016346,2024-01-01,2024-03-31,Aeromexico,,US,Miami Intl,KMIA,BR,Guarulhos Gov Andre Franco Montouro,SBGR,AIR,kg,1000,3550
2024-02-01,19016344,2024-01-01,2024-03-31,TAP Air Portugal,,US,Miami Intl,KMIA,BR,Guarulhos Gov Andre Franco Montouro,SBGR,AIR,kg,25,66.88
2024-02-01,19016344,2024-01-01,2024-03-31,TAP Air Portugal,,US,Miami Intl,KMIA,BR,Guarulhos Gov Andre Franco Montouro,SBGR,AIR,kg,45,120.38
