create_date,point_id,valid_from,valid_to,carrier,estimated_days,origin_country,origin_name,origin_code,destination_country,destination_name,destination_code,shipping_type,load_type,load_amount,price_usd
2024-02-01,19016344,2024-01-01,2024-03-31,TAP Air Portugal,,US,Miami Intl,KMIA,BR,Guarulhos Gov Andre Franco Montouro,SBGR,AIR,kg,100,200
2024-02-01,19016344,2024-01-01,2024-03-31,TAP Air Portugal,,US,Miami Intl,KMIA,BR,Guarulhos Gov Andre Franco Montouro,SBGR,AIR,kg,250,500
2024-02-01,19016344,2024-01-01,2024-03-31,TAP Air Portugal,,US,Miami Intl,KMIA,BR,Guarulhos Gov Andre Franco Montouro,SBGR,AIR,kg,300,600
2024-02-01,19016344,2024-01-01,2024-03-31,TAP Air Portugal,,US,Miami Intl,KMIA,BR,Guarulhos Gov Andre Franco Montouro,SBGR,AIR,kg,500,1000
2024-02-01,19016344,2024-01-01,2024-03-31,TAP Air Portugal,,US,Miami Intl,KMIA,BR,Guarulhos Gov Andre Franco Montouro,SBGR,AIR,kg,750,1500
2024-02-01,19016344,2024-01-01,2024-03-31,TAP Air Portugal,,US,Miami Intl,KMIA,BR,Guarulhos Gov Andre Franco Montouro,SBGR,AIR,kg,1000,2000
2024-02-01,19016342,2024-01-01,2024-03-31,TAP Air Portugal,,US,Miami Intl,KMIA,BR,Deputado Luis Eduardo Magalhaes,SBSV,AIR,kg,25,100.63
2024-02-01,19016342,2024-01-01,2024-03-31,TAP Air Portugal,,US,Miami Intl,KMIA,BR,Deputado Luis Eduardo Magalhaes,SBSV,AIR,kg,45,181.13
2024-02-01,19016342,2024-01-01,2024-03-31,TAP Air Portugal,,US,Miami Intl,KMIA,BR,Deputado Luis Eduardo Magalhaes,SBSV,AIR,kg,100,245
2024-02-01,19016342,2024-01-01,2024-03-31,TAP Air Portugal,,US,Miami Intl,KMIA,BR,Deputado Luis Eduardo Magalhaes,SBSV,AIR,kg,250,612.5
2024-02-01,19016342,2024-01-01,2024-03-31,TAP Air Portugal,,US,Miami Intl,KMIA,BR,Deputado Luis Eduardo Magalhaes,SBSV,AIR,kg,300,735
2024-02-01,19016342,2024-01-01,2024-03-31,TAP Air Portugal,,US,Miami Intl,KMIA,BR,Deputado Luis Eduardo Magalhaes,SBSV,AIR,kg,500,1225
2024-02-01,19016342,2024-01-01,2024-03-31,TAP Air Portugal,,US,Miami Intl,KMIA,BR,Deputado Luis Eduardo Magalhaes,SBSV,AIR,kg,750,1837.5
2024-02-01,19016342,2024-01-01,2024-03-31,TAP Air Portugal,,US,Miami Intl,KMIA,BR,Deputado Luis Eduardo Magalhaes,SBSV,AIR,kg,1000,2450
2024-02-01,19016340,2024-01-01,2024-03-31,TAP Air Portugal,,US,Miami Intl,KMIA,BR,Galeao Antonio Carlos Jobim,SBGL,AIR,kg,25,63.13
2024-02-01,19016340,2024-01-01,2024-03-31,TAP Air Portugal,,US,Miami Intl,KMIA,BR,Galeao Antonio Carlos Jobim,SBGL,AIR,kg,45,113.63
2024-02-01,19016340,2024-01-01,2024-03-31,TAP Air Portugal,,US,Miami Intl,KMIA,BR,Galeao Antonio Carlos Jobim,SBGL,AIR,kg,100,200
2024-02-01,19016340,2024-01-01,2024-03-31,TAP Air Portugal,,US,Miami Intl,KMIA,BR,Galeao Antonio Carlos Jobim,SBGL,AIR,kg,250,500
2024-02-01,19016340,2024-01-01,2024-03-31,TAP Air Portugal,,US,Miami Intl,KMIA,BR,Galeao Antonio Carlos Jobim,SBGL,AIR,kg,300,600
2024-02-01,19016340,2024-01-01,2024-03-31,TAP Air Portugal,,US,Miami Intl,KMIA,BR,Galeao Antonio Carlos Jobim,SBGL,AIR,kg,500,1000
2024-02-01,19016340,2024-01-01,2024-03-31,TAP Air Portugal,,US,Miami Intl,KMIA,BR,Galeao Antonio Carlos Jobim,SBGL,AIR,kg,750,1500
2024-02-01,19016340,2024-01-01,2024-03-31,TAP Air Portugal,,US,Miami Intl,KMIA,BR,Galeao Antonio Carlos Jobim,SBGL,AIR,kg,1000,2000
2024-02-01,19016338,2024-01-01,2024-03-31,TAP Air Portugal,,US,Miami Intl,KMIA,BR,Guararapes Gilberto Freyre Intl,SBRF,AIR,kg,25,98.75
2024-02-01,19016338,2024-01-01,2024-03-31,TAP Air Portugal,,US,Miami Intl,KMIA,BR,Guararapes Gilberto Freyre Intl,SBRF,AIR,kg,45,177.75
2024-02-01,19016338,2024-01-01,2024-03-31,TAP Air Portugal,,US,Miami Intl,KMIA,BR,Guararapes Gilberto Freyre Intl,SBRF,AIR,kg,100,290
2024-02-01,19016338,2024-01-01,2024-03-31,TAP Air Portugal,,US,Miami Intl,KMIA,BR,Guararapes Gilberto Freyre Intl,SBRF,AIR,kg,250,725
2024-02-01,19016338,2024-01-01,2024-03-31,TAP Air Portugal,,US,Miami Intl,KMIA,BR,Guararapes Gilberto Freyre Intl,SBRF,AIR,kg,300,870
2024-02-01,19016338,2024-01-01,2024-03-31,TAP Air Portugal,,US,Miami Intl,KMIA,BR,Guararapes Gilberto Freyre Intl,SBRF,AIR,kg,500,1450
2024-02-01,19016338,2024-01-01,2024-03-31,TAP Air Portugal,,US,Miami Intl,KMIA,BR,Guararapes Gilberto Freyre Intl,SBRF,AIR,kg,750,2175
2024-02-01,19016338,2024-01-01,2024-03-31,TAP Air Portugal,,US,Miami Intl,KMIA,BR,Guararapes Gilberto Freyre Intl,SBRF,AIR,kg,1000,2900
2024-02-01,19016336,2024-01-01,2024-03-31,TAP Air Portugal,,US,Miami Intl,KMIA,BR,Salgado Filho,SBPA,AIR,kg,25,117.5
2024-02-01,19016336,2024-01-01,2024-03-31,TAP Air Portugal,,US,Miami Intl,KMIA,BR,Salgado Filho,SBPA,AIR,kg,45,211.5
2024-02-01,19016336,2024-01-01,2024-03-31,TAP Air Portugal,,US,Miami Intl,KMIA,BR,Salgado Filho,SBPA,AIR,kg,100,290
2024-02-01,19016336,2024-01-01,2024-03-31,TAP Air Portugal,,US,Miami Intl,KMIA,BR,Salgado Filho,SBPA,AIR,kg,250,725
2024-02-01,19016336,2024-01-01,2024-03-31,TAP Air Portugal,,US,Miami Intl,KMIA,BR,Salgado Filho,SBPA,AIR,kg,300,870
2024-02-01,19016336,2024-01-01,2024-03-31,TAP Air Portugal,,US,Miami Intl,KMIA,BR,Salgado Filho,SBPA,AIR,kg,500,1450
2024-02-01,19016336,2024-01-01,2024-03-31,TAP Air Portugal,,US,Miami Intl,KMIA,BR,Salgado Filho,SBPA,AIR,kg,750,2175
2024-02-01,19016336,2024-01-01,2024-03-31,TAP Air Portugal,,US,Miami Intl,KMIA,BR,Salgado Filho,SBPA,AIR,kg,1000,2900
2024-02-01,19016334,2024-01-01,2024-03-31,TAP Air Portugal,,US,Miami Intl,KMIA,BR,Augusto Severo,SBNT,AIR,kg,25,80
2024-02-01,19016334,2024-01-01,2024-03-31,TAP Air Portugal,,US,Miami Intl,KMIA,BR,Augusto Severo,SBNT,AIR,kg,45,144
2024-02-01,19016334,2024-01-01,2024-03-31,TAP Air Portugal,,US,Miami Intl,KMIA,BR,Augusto Severo,SBNT,AIR,kg,100,320
2024-02-01,19016334,2024-01-01,2024-03-31,TAP Air Portugal,,US,Miami Intl,KMIA,BR,Augusto Severo,SBNT,AIR,kg,250,800
2024-02-01,19016334,2024-01-01,2024-03-31,TAP Air Portugal,,US,Miami Intl,KMIA,BR,Augusto Severo,SBNT,AIR,kg,300,960
2024-02-01,19016334,2024-01-01,2024-03-31,TAP Air Portugal,,US,Miami Intl,KMIA,BR,Augusto Severo,SBNT,AIR,kg,500,1600
2024-02-01,19016334,2024-01-01,2024-03-31,TAP Air Portugal,,US,Miami Intl,KMIA,BR,Augusto Severo,SBNT,AIR,kg,750,2400
2024-02-01,19016334,2024-01-01,2024-03-31,TAP Air Portugal,,US,Miami Intl,KMIA,BR,Augusto Severo,SBNT,AIR,kg,1000,3200
2024-02-01,19016332,2024-01-01,2024-03-31,TAP Air Portugal,,US,Miami Intl,KMIA,BR,Pinto Martins Intl,SBFZ,AIR,kg,25,80
2024-02-01,19016332,2024-01-01,2024-03-31,TAP Air Portugal,,US,Miami Intl,KMIA,BR,Pinto Martins Intl,SBFZ,AIR,kg,45,144
2024-02-01,19016332,2024-01-01,2024-03-31,TAP Air Portugal,,US,Miami Intl,KMIA,BR,Pinto Martins Intl,SBFZ,AIR,kg,100,245
2024-02-01,19016332,2024-01-01,2024-03-31,TAP Air Portugal,,US,Miami Intl,KMIA,BR,Pinto Martins Intl,SBFZ,AIR,kg,250,612.5
2024-02-01,19016332,2024-01-01,2024-03-31,TAP Air Portugal,,US,Miami Intl,KMIA,BR,Pinto Martins Intl,SBFZ,AIR,kg,300,735
2024-02-01,19016332,2024-01-01,2024-03-31,TAP Air Portugal,,US,Miami Intl,KMIA,BR,Pinto Martins Intl,SBFZ,AIR,kg,500,1225
2024-02-01,19016332,2024-01-01,2024-03-31,TAP Air Portugal,,US,Miami Intl,KMIA,BR,Pinto Martins Intl,SBFZ,AIR,kg,750,1837.5
2024-02-01,19016332,2024-01-01,2024-03-31,TAP Air Portugal,,US,Miami Intl,KMIA,BR,Pinto Martins Intl,SBFZ,AIR,kg,1000,2450
2024-02-01,19016330,2024-01-01,2024-03-31,TAP Air Portugal,,US,Miami Intl,KMIA,BR,Presidente Juscelino Kubitschek,SBBR,AIR,kg,25,113.75
2024-02-01,19016330,2024-01-01,2024-03-31,TAP Air Portugal,,US,Miami Intl,KMIA,BR,Presidente Juscelino Kubitschek,SBBR,AIR,kg,45,204.75
2024-02-01,19016330,2024-01-01,2024-03-31,TAP Air Portugal,,US,Miami Intl,KMIA,BR,Presidente Juscelino Kubitschek,SBBR,AIR,kg,100,290
2024-02-01,19016330,2024-01-01,2024-03-31,TAP Air Portugal,,US,Miami Intl,KMIA,BR,Presidente Juscelino Kubitschek,SBBR,AIR,kg,250,725
2024-02-01,19016330,2024-01-01,2024-03-31,TAP Air Portugal,,US,Miami Intl,KMIA,BR,Presidente Juscelino Kubitschek,SBBR,AIR,kg,300,870
2024-02-01,19016330,2024-01-01,2024-03-31,TAP Air Portugal,,US,Miami Intl,KMIA,BR,Presidente Juscelino Kubitschek,SBBR,AIR,kg,500,1450
2024-02-01,19016330,2024-01-01,2024-03-31,TAP Air Portugal,,US,Miami Intl,KMIA,BR,Presidente Juscelino Kubitschek,SBBR,AIR,kg,750,2175
2024-02-01,19016330,2024-01-01,2024-03-31,TAP Air Portugal,,US,Miami Intl,KMIA,BR,Presidente Juscelino Kubitschek,SBBR,AIR,kg,1000,2900
2024-02-01,19016328,2024-01-01,2024-03-31,TAP Air Portugal,,US,Miami Intl,KMIA,BR,Tancredo Neves Intl,SBCF,AIR,kg,25,80
2024-02-01,19016328,2024-01-01,2024-03-31,TAP Air Portugal,,US,Miami Intl,KMIA,BR,Tancredo Neves Intl,SBCF,AIR,kg,45,144
2024-02-01,19016328,2024-01-01,2024-03-31,TAP Air Portugal,,US,Miami Intl,KMIA,BR,Tancredo Neves Intl,SBCF,AIR,kg,100,245
2024-02-01,19016328,2024-01-01,2024-03-31,TAP Air Portugal,,US,Miami Intl,KMIA,BR,Tancredo Neves Intl,SBCF,AIR,kg,250,612.5
2024-02-01,19016328,2024-01-01,2024-03-31,TAP Air Portugal,,US,Miami Intl,KMIA,BR,Tancredo Neves Intl,SBCF,AIR,kg,300,735
2024-02-01,19016328,2024-01-01,2024-03-31,TAP Air Portugal,,US,Miami Intl,KMIA,BR,Tancredo Neves Intl,SBCF,AIR,kg,500,1225
2024-02-01,19016328,2024-01-01,2024-03-31,TAP Air Portugal,,US,Miami Intl,KMIA,BR,Tancredo Neves Intl,SBCF,AIR,kg,750,1837.5
2024-02-01,19016328,2024-01-01,2024-03-31,TAP Air Portugal,,US,Miami Intl,KMIA,BR,Tancredo Neves Intl,SBCF,AIR,kg,1000,2450
2024-02-01,19016326,2024-01-01,2024-03-31,TAP Air Portugal,,US,Miami Intl,KMIA,BR,Val De Cans Intl,SBBE,AIR,kg,25,80
2024-02-01,19016326,2024-01-01,2024-03-31,TAP Air Portugal,,US,Miami Intl,KMIA,BR,Val De Cans Intl,SBBE,AIR,kg,45,144
2024-02-01,19016326,2024-01-01,2024-03-31,TAP Air Portugal,,US,Miami Intl,KMIA,BR,Val De Cans Intl,SBBE,AIR,kg,100,320
2024-02-01,19016326,2024-01-01,2024-03-31,TAP Air Portugal,,US,Miami Intl,KMIA,BR,Val De Cans Intl,SBBE,AIR,kg,250,800
2024-02-01,19016326,2024-01-01,2024-03-31,TAP Air Portugal,,US,Miami Intl,KMIA,BR,Val De Cans Intl,SBBE,AIR,kg,300,960
2024-02-01,19016326,2024-01-01,2024-03-31,TAP Air Portugal,,US,Miami Intl,KMIA,BR,Val De Cans Intl,SBBE,AIR,kg,500,1600
2024-02-01,19016326,2024-01-01,2024-03-31,TAP Air Portugal,,US,Miami Intl,KMIA,BR,Val De Cans Intl,SBBE,AIR,kg,750,2400
2024-02-01,19016326,2024-01-01,2024-03-31,TAP Air Portugal,,US,Miami Intl,KMIA,BR,Val De Cans Intl,SBBE,AIR,kg,1000,3200
2024-02-01,19016324,2024-01-01,2024-03-31,LATAM Airlines Group,,US,Miami Intl,KMIA,BR,Viracopos,SBKP,AIR,kg,25,42.5
2024-02-01,19016324,2024-01-01,2024-03-31,LATAM Airlines Group,,US,Miami Intl,KMIA,BR,Viracopos,SBKP,AIR,kg,45,76.5
2024-02-01,19016324,2024-01-01,2024-03-31,LATAM Airlines Group,,US,Miami Intl,KMIA,BR,Viracopos,SBKP,AIR,kg,100,170
2024-02-01,19016324,2024-01-01,2024-03-31,LATAM Airlines Group,,US,Miami Intl,KMIA,BR,Viracopos,SBKP,AIR,kg,250,425
2024-02-01,19016324,2024-01-01,2024-03-31,LATAM Airlines Group,,US,Miami Intl,KMIA,BR,Viracopos,SBKP,AIR,kg,300,510
2024-02-01,19016324,2024-01-01,2024-03-31,LATAM Airlines Group,,US,Miami Intl,KMIA,BR,Viracopos,SBKP,AIR,kg,500,850
2024-02-01,19016324,2024-01-01,2024-03-31,LATAM Airlines Group,,US,Miami Intl,KMIA,BR,Viracopos,SBKP,AIR,kg,750,1275
2024-02-01,19016324,2024-01-01,2024-03-31,LATAM Airlines Group,,US,Miami Intl,KMIA,BR,Viracopos,SBKP,AIR,kg,1000,1700
2024-02-01,19016322,2024-01-01,2024-03-31,LATAM Airlines Group,,US,Miami Intl,KMIA,BR,Professor Urbano Ernesto Stumpf,SBSJ,AIR,kg,25,68.75
2024-02-01,19016322,2024-01-01,2024-03-31,LATAM Airlines Group,,US,Miami Intl,KMIA,BR,Professor Urbano Ernesto Stumpf,SBSJ,AIR,kg,45,123.75
2024-02-01,19016322,2024-01-01,2024-03-31,LATAM Airlines Group,,US,Miami Intl,KMIA,BR,Professor Urbano Ernesto Stumpf,SBSJ,AIR,kg,100,275
2024-02-01,19016322,2024-01-01,2024-03-31,LATAM Airlines Group,,US,Miami Intl,KMIA,BR,Professor Urbano Ernesto Stumpf,SBSJ,AIR,kg,250,687.5
2024-02-01,19016322,2024-01-01,2024-03-31,LATAM Airlines Group,,US,Miami Intl,KMIA,BR,Professor Urbano Ernesto Stumpf,SBSJ,AIR,kg,300,825
2024-02-01,19016322,2024-01-01,2024-03-31,LATAM Airlines Group,,US,Miami Intl,KMIA,BR,Professor Urbano Ernesto Stumpf,SBSJ,AIR,kg,500,1375
2024-02-01,19016322,2024-01-01,2024-03-31,LATAM Airlines Group,,US,Miami Intl,KMIA,BR,Professor Urbano Ernesto Stumpf,SBSJ,AIR,kg,750,2062.5
2024-02-01,19016322,2024-01-01,2024-03-31,LATAM Airlines Group,,US,Miami Intl,KMIA,BR,Professor Urbano Ernesto Stumpf,SBSJ,AIR,kg,1000,2750
2024-02-01,19016320,2024-01-01,2024-03-31,LATAM Airlines Group,,US,Miami Intl,KMIA,BR,Ministro Victor Konder Intl,SBNF,AIR,kg,25,88.75
2024-02-01,19016320,2024-01-01,2024-03-31,LATAM Airlines Group,,US,Miami Intl,KMIA,BR,Ministro Victor Konder Intl,SBNF,AIR,kg,45,159.75
2024-02-01,19016320,2024-01-01,2024-03-31,LATAM Airlines Group,,US,Miami Intl,KMIA,BR,Ministro Victor Konder Intl,SBNF,AIR,kg,100,355
2024-02-01,19016320,2024-01-01,2024-03-31,LATAM Airlines Group,,US,Miami Intl,KMIA,BR,Ministro Victor Konder Intl,SBNF,AIR,kg,250,887.5
2024-02-01,19016320,2024-01-01,2024-03-31,LATAM Airlines Group,,US,Miami Intl,KMIA,BR,Ministro Victor Konder Intl,SBNF,AIR,kg,300,1065
2024-02-01,19016320,2024-01-01,2024-03-31,LATAM Airlines Group,,US,Miami Intl,KMIA,BR,Ministro Victor Konder Intl,SBNF,AIR,kg,500,1775
2024-02-01,19016320,2024-01-01,2024-03-31,LATAM Airlines Group,,US,Miami Intl,KMIA,BR,Ministro Victor Konder Intl,SBNF,AIR,kg,750,2662.5
2024-02-01,19016320,2024-01-01,2024-03-31,LATAM Airlines Group,,US,Miami Intl,KMIA,BR,Ministro Victor Konder Intl,SBNF,AIR,kg,1000,3550
2024-02-01,19016318,2024-01-01,2024-03-31,LATAM Airlines Group,,US,Miami Intl,KMIA,BR,Eduardo Gomes Intl,SBEG,AIR,kg,25,43.75
2024-02-01,19016318,2024-01-01,2024-03-31,LATAM Airlines Group,,US,Miami Intl,KMIA,BR,Eduardo Gomes Intl,SBEG,AIR,kg,45,78.75
2024-02-01,19016318,2024-01-01,2024-03-31,LATAM Airlines Group,,US,Miami Intl,KMIA,BR,Eduardo Gomes Intl,SBEG,AIR,kg,100,175
2024-02-01,19016318,2024-01-01,2024-03-31,LATAM Airlines Group,,US,Miami Intl,KMIA,BR,Eduardo Gomes Intl,SBEG,AIR,kg,250,437.5
2024-02-01,19016318,2024-01-01,2024-03-31,LATAM Airlines Group,,US,Miami Intl,KMIA,BR,Eduardo Gomes Intl,SBEG,AIR,kg,300,525
2024-02-01,19016318,2024-01-01,2024-03-31,LATAM Airlines Group,,US,Miami Intl,KMIA,BR,Eduardo Gomes Intl,SBEG,AIR,kg,500,875
2024-02-01,19016318,2024-01-01,2024-03-31,LATAM Airlines Group,,US,Miami Intl,KMIA,BR,Eduardo Gomes Intl,SBEG,AIR,kg,750,1312.5
2024-02-01,19016318,2024-01-01,2024-03-31,LATAM Airlines Group,,US,Miami Intl,KMIA,BR,Eduardo Gomes Intl,SBEG,AIR,kg,1000,1750
2024-02-01,19016316,2024-01-01,2024-03-31,LATAM Airlines Group,,US,Miami Intl,KMIA,BR,Guarulhos Gov Andre Franco Montouro,SBGR,AIR,kg,25,65
2024-02-01,19016316,2024-01-01,2024-03-31,LATAM Airlines Group,,US,Miami Intl,KMIA,BR,Guarulhos Gov Andre Franco Montouro,SBGR,AIR,kg,45,117
2024-02-01,19016316,2024-01-01,2024-03-31,LATAM Airlines Group,,US,Miami Intl,KMIA,BR,Guarulhos Gov Andre Franco Montouro,SBGR,AIR,kg,100,260
2024-02-01,19016316,2024-01-01,2024-03-31,LATAM Airlines Group,,US,Miami Intl,KMIA,BR,Guarulhos Gov Andre Franco Montouro,SBGR,AIR,kg,250,650
2024-02-01,19016316,2024-01-01,2024-03-31,LATAM Airlines Group,,US,Miami Intl,KMIA,BR,Guarulhos Gov Andre Franco Montouro,SBGR,AIR,kg,300,780
2024-02-01,19016316,2024-01-01,2024-03-31,LATAM Airlines Group,,US,Miami Intl,KMIA,BR,Guarulhos Gov Andre Franco Montouro,SBGR,AIR,kg,500,1300
2024-02-01,19016316,2024-01-01,2024-03-31,LATAM Airlines Group,,US,Miami Intl,KMIA,BR,Guarulhos Gov Andre Franco Montouro,SBGR,AIR,kg,750,1950
2024-02-01,19016316,2024-01-01,2024-03-31,LATAM Airlines Group,,US,Miami Intl,KMIA,BR,Guarulhos Gov Andre Franco Montouro,SBGR,AIR,kg,1000,2600
2024-02-01,19016314,2024-01-01,2024-03-31,LATAM Airlines Group,,US,Miami Intl,KMIA,BR,Galeao Antonio Carlos Jobim,SBGL,AIR,kg,25,138.75
2024-02-01,19016314,2024-01-01,2024-03-31,LATAM Airlines Group,,US,Miami Intl,KMIA,BR,Galeao Antonio Carlos Jobim,SBGL,AIR,kg,45,249.75
2024-02-01,19016314,2024-01-01,2024-03-31,LATAM Airlines Group,,US,Miami Intl,KMIA,BR,Galeao Antonio Carlos Jobim,SBGL,AIR,kg,100,555
2024-02-01,19016314,2024-01-01,2024-03-31,LATAM Airlines Group,,US,Miami Intl,KMIA,BR,Galeao Antonio Carlos Jobim,SBGL,AIR,kg,250,1387.5
2024-02-01,19016314,2024-01-01,2024-03-31,LATAM Airlines Group,,US,Miami Intl,KMIA,BR,Galeao Antonio Carlos Jobim,SBGL,AIR,kg,300,1665
2024-02-01,19016314,2024-01-01,2024-03-31,LATAM Airlines Group,,US,Miami Intl,KMIA,BR,Galeao Antonio Carlos Jobim,SBGL,AIR,kg,500,2775
2024-02-01,19016314,2024-01-01,2024-03-31,LATAM Airlines Group,,US,Miami Intl,KMIA,BR,Galeao Antonio Carlos Jobim,SBGL,AIR,kg,750,4162.5
2024-02-01,19016314,2024-01-01,2024-03-31,LATAM Airlines Group,,US,Miami Intl,KMIA,BR,Galeao Antonio Carlos Jobim,SBGL,AIR,kg,1000,5550
2024-02-01,19016312,2024-01-01,2024-03-31,LATAM Airlines Group,,US,Miami Intl,KMIA,BR,Hercilio Luz,SBFL,AIR,kg,25,106.25
2024-02-01,19016312,2024-01-01,2024-03-31,LATAM Airlines Group,,US,Miami Intl,KMIA,BR,Hercilio Luz,SBFL,AIR,kg,45,191.25
2024-02-01,19016312,2024-01-01,2024-03-31,LATAM Airlines Group,,US,Miami Intl,KMIA,BR,Hercilio Luz,SBFL,AIR,kg,100,425
2024-02-01,19016312,2024-01-01,2024-03-31,LATAM Airlines Group,,US,Miami Intl,KMIA,BR,Hercilio Luz,SBFL,AIR,kg,250,1062.5
2024-02-01,19016312,2024-01-01,2024-03-31,LATAM Airlines Group,,US,Miami Intl,KMIA,BR,Hercilio Luz,SBFL,AIR,kg,300,1275
2024-02-01,19016312,2024-01-01,2024-03-31,LATAM Airlines Group,,US,Miami Intl,KMIA,BR,Hercilio Luz,SBFL,AIR,kg,500,2125
2024-02-01,19016312,2024-01-01,2024-03-31,LATAM Airlines Group,,US,Miami Intl,KMIA,BR,Hercilio Luz,SBFL,AIR,kg,750,3187.5
2024-02-01,19016312,2024-01-01,2024-03-31,LATAM Airlines Group,,US,Miami Intl,KMIA,BR,Hercilio Luz,SBFL,AIR,kg,1000,4250
2024-02-01,19016310,2024-01-01,2024-03-31,LATAM Airlines Group,,US,Miami Intl,KMIA,BR,Afonso Pena,SBCT,AIR,kg,25,79.5
2024-02-01,19016310,2024-01-01,2024-03-31,LATAM Airlines Group,,US,Miami Intl,KMIA,BR,Afonso Pena,SBCT,AIR,kg,45,143.1
2024-02-01,19016310,2024-01-01,2024-03-31,LATAM Airlines Group,,US,Miami Intl,KMIA,BR,Afonso Pena,SBCT,AIR,kg,100,318
2024-02-01,19016310,2024-01-01,2024-03-31,LATAM Airlines Group,,US,Miami Intl,KMIA,BR,Afonso Pena,SBCT,AIR,kg,250,795
2024-02-01,19016310,2024-01-01,2024-03-31,LATAM Airlines Group,,US,Miami Intl,KMIA,BR,Afonso Pena,SBCT,AIR,kg,300,954
2024-02-01,19016310,2024-01-01,2024-03-31,LATAM Airlines Group,,US,Miami Intl,KMIA,BR,Afonso Pena,SBCT,AIR,kg,500,1590
2024-02-01,19016310,2024-01-01,2024-03-31,LATAM Airlines Group,,US,Miami Intl,KMIA,BR,Afonso Pena,SBCT,AIR,kg,750,2385
2024-02-01,19016310,2024-01-01,2024-03-31,LATAM Airlines Group,,US,Miami Intl,KMIA,BR,Afonso Pena,SBCT,AIR,kg,1000,3180
2024-02-01,19016308,2024-01-01,2024-03-31,LATAM Airlines Group,,US,Miami Intl,KMIA,BR,Cabo Frio International Airport,SBCB,AIR,kg,25,138.75
2024-02-01,19016308,2024-01-01,2024-03-31,LATAM Airlines Group,,US,Miami Intl,KMIA,BR,Cabo Frio International Airport,SBCB,AIR,kg,45,249.75
2024-02-01,19016308,2024-01-01,2024-03-31,LATAM Airlines Group,,US,Miami Intl,KMIA,BR,Cabo Frio International Airport,SBCB,AIR,kg,100,435
2024-02-01,19016308,2024-01-01,2024-03-31,LATAM Airlines Group,,US,Miami Intl,KMIA,BR,Cabo Frio International Airport,SBCB,AIR,kg,250,1087.5
2024-02-01,19016308,2024-01-01,2024-03-31,LATAM Airlines Group,,US,Miami Intl,KMIA,BR,Cabo Frio International Airport,SBCB,AIR,kg,300,1305
2024-02-01,19016308,2024-01-01,2024-03-31,LATAM Airlines Group,,US,Miami Intl,KMIA,BR,Cabo Frio International Airport,SBCB,AIR,kg,500,2175
2024-02-01,19016308,2024-01-01,2024-03-31,LATAM Airlines Group,,US,Miami Intl,KMIA,BR,Cabo Frio International Airport,SBCB,AIR,kg,750,3262.5
2024-02-01,19016308,2024-01-01,2024-03-31,LATAM Airlines Group,,US,Miami Intl,KMIA,BR,Cabo Frio International Airport,SBCB,AIR,kg,1000,4350
2024-02-01,19016306,2024-01-01,2024-03-31,Aerolineas Argentinas,,US,Miami Intl,KMIA,BR,Presidente Juscelino Kubitschek,SBBR,AIR,kg,25,203.25
2024-02-01,19016306,2024-01-01,2024-03-31,Aerolineas Argentinas,,US,Miami Intl,KMIA,BR,Presidente Juscelino Kubitschek,SBBR,AIR,kg,45,319.05
2024-02-01,19016306,2024-01-01,2024-03-31,Aerolineas Argentinas,,US,Miami Intl,KMIA,BR,Presidente Juscelino Kubitschek,SBBR,AIR,kg,100,657
2024-02-01,19016306,2024-01-01,2024-03-31,Aerolineas Argentinas,,US,Miami Intl,KMIA,BR,Presidente Juscelino Kubitschek,SBBR,AIR,kg,250,1642.5
2024-02-01,19016306,2024-01-01,2024-03-31,Aerolineas Argentinas,,US,Miami Intl,KMIA,BR,Presidente Juscelino Kubitschek,SBBR,AIR,kg,300,1971
2024-02-01,19016306,2024-01-01,2024-03-31,Aerolineas Argentinas,,US,Miami Intl,KMIA,BR,Presidente Juscelino Kubitschek,SBBR,AIR,kg,500,3285
2024-02-01,19016306,2024-01-01,2024-03-31,Aerolineas Argentinas,,US,Miami Intl,KMIA,BR,Presidente Juscelino Kubitschek,SBBR,AIR,kg,750,4927.5
2024-02-01,19016306,2024-01-01,2024-03-31,Aerolineas Argentinas,,US,Miami Intl,KMIA,BR,Presidente Juscelino Kubitschek,SBBR,AIR,kg,1000,5920
2024-02-01,19016304,2024-01-01,2024-03-31,Aerolineas Argentinas,,US,Miami Intl,KMIA,BR,Afonso Pena,SBCT,AIR,kg,25,203.25
2024-02-01,19016304,2024-01-01,2024-03-31,Aerolineas Argentinas,,US,Miami Intl,KMIA,BR,Afonso Pena,SBCT,AIR,kg,45,319.05
2024-02-01,19016304,2024-01-01,2024-03-31,Aerolineas Argentinas,,US,Miami Intl,KMIA,BR,Afonso Pena,SBCT,AIR,kg,100,657
2024-02-01,19016304,2024-01-01,2024-03-31,Aerolineas Argentinas,,US,Miami Intl,KMIA,BR,Afonso Pena,SBCT,AIR,kg,250,1642.5
2024-02-01,19016304,2024-01-01,2024-03-31,Aerolineas Argentinas,,US,Miami Intl,KMIA,BR,Afonso Pena,SBCT,AIR,kg,300,1971
2024-02-01,19016304,2024-01-01,2024-03-31,Aerolineas Argentinas,,US,Miami Intl,KMIA,BR,Afonso Pena,SBCT,AIR,kg,500,3285
2024-02-01,19016304,2024-01-01,2024-03-31,Aerolineas Argentinas,,US,Miami Intl,KMIA,BR,Afonso Pena,SBCT,AIR,kg,750,4927.5
