create_date,valid_from,valid_to,estimated_days,origin_country,origin_name,destination_country,destination_name,shipping_type,load_type,load_amount,price_usd
2023-10-10,2023-10-10,2023-11-07,,US,"New York, NY, USA",US,"Via Cabrillo-Marina, San Pedro, CA 90731, USA",LTL,mt,1,445.12
2023-10-10,2023-10-10,2023-10-27,,US,"New York, NY, USA",US,"Via Cabrillo-Marina, San Pedro, CA 90731, USA",LTL,mt,1,6393.51
2023-10-10,2023-11-22,2023-11-28,,US,"Battery Pl/West St, New York, NY 10280, USA",US,"1800-1898 Basin St, Houston, TX 77011, USA",LTL,mt,1,830.48
2023-10-10,2023-10-10,2023-10-26,,IN,"Unnamed Road, Mundra, Gujarat 370421, India",IN,"NH348, Navi Mumbai, Maharashtra 400702, India",LTL,mt,1,322
2023-10-10,2023-10-10,2023-10-26,,IN,"Unnamed Road, Mundra, Gujarat 370421, India",IN,"NH348, Navi Mumbai, Maharashtra 400702, India",LTL,mt,1,322
2023-10-10,2023-11-17,2023-11-23,,US,"Battery Pl/West St, New York, NY 10280, USA",US,"1800-1898 Basin St, Houston, TX 77011, USA",LTL,mt,1,830.48
2023-10-10,2023-10-10,2023-10-20,,IN,"Unnamed Road, Mundra, Gujarat 370421, India",IN,"Churchgate, Mumbai, Maharashtra, India",LTL,mt,1,322
2023-10-10,2023-12-12,2023-12-18,,US,"Battery Pl/West St, New York, NY 10280, USA",US,"1800-1898 Basin St, Houston, TX 77011, USA",LTL,mt,1,830.48
2023-10-10,2023-10-10,2023-10-20,,IN,"Unnamed Road, Mundra, Gujarat 370421, India",IN,"Churchgate, Mumbai, Maharashtra, India",LTL,mt,1,322
2023-10-10,2023-12-04,2023-12-08,,US,"Via Cabrillo-Marina, San Pedro, CA 90731, USA",US,"1800-1898 Basin St, Houston, TX 77011, USA",LTL,mt,1,1084.46
2023-10-10,2023-10-10,2023-10-20,,IN,"Unnamed Road, Mundra, Gujarat 370421, India",IN,"Churchgate, Mumbai, Maharashtra, India",LTL,mt,1,322
2023-10-10,2023-10-10,2023-10-20,,IN,"Unnamed Road, Mundra, Gujarat 370421, India",IN,"Churchgate, Mumbai, Maharashtra, India",LTL,mt,1,322
2023-10-10,2023-10-10,2023-10-20,,IN,"Unnamed Road, Mundra, Gujarat 370421, India",IN,"Churchgate, Mumbai, Maharashtra, India",LTL,mt,1,322
2023-10-10,2023-12-01,2023-12-05,,US,"National Park, NJ 08063, USA",US,"Battery Pl/West St, New York, NY 10280, USA",LTL,mt,1,501.35
2023-10-10,2023-11-15,2023-11-17,,US,"National Park, NJ 08063, USA",US,"Battery Pl/West St, New York, NY 10280, USA",LTL,mt,1,501.35
2023-10-10,2023-12-11,2023-12-13,,US,"National Park, NJ 08063, USA",US,"Battery Pl/West St, New York, NY 10280, USA",LTL,mt,1,501.35
2023-10-10,2023-11-27,2023-11-29,,US,"National Park, NJ 08063, USA",US,"Battery Pl/West St, New York, NY 10280, USA",LTL,mt,1,501.35
2023-10-10,2023-12-11,2023-12-18,,US,"Via Cabrillo-Marina, San Pedro, CA 90731, USA",US,"Battery Pl/West St, New York, NY 10280, USA",LTL,mt,1,1389.59
2023-10-10,2023-11-29,2023-12-06,,US,"Via Cabrillo-Marina, San Pedro, CA 90731, USA",US,"Battery Pl/West St, New York, NY 10280, USA",LTL,mt,1,1389.59
2023-10-10,2023-11-29,2023-12-01,,US,"National Park, NJ 08063, USA",US,"Battery Pl/West St, New York, NY 10280, USA",LTL,mt,1,416.08
2023-10-10,2023-12-12,2023-12-19,,US,"Via Cabrillo-Marina, San Pedro, CA 90731, USA",US,"Battery Pl/West St, New York, NY 10280, USA",LTL,mt,1,1347.01
2023-10-10,2023-12-07,2023-12-11,,US,"National Park, NJ 08063, USA",US,"Battery Pl/West St, New York, NY 10280, USA",LTL,mt,1,416.08
2023-10-10,2023-11-30,2023-12-07,,US,"Via Cabrillo-Marina, San Pedro, CA 90731, USA",US,"Battery Pl/West St, New York, NY 10280, USA",LTL,mt,1,1347.01
2023-10-10,2023-12-20,2023-12-27,,US,"Via Cabrillo-Marina, San Pedro, CA 90731, USA",US,"Battery Pl/West St, New York, NY 10280, USA",LTL,mt,1,1347.01
2023-10-10,2024-01-08,2024-01-09,,US,"The Embarcadero, San Francisco, CA 94133, USA",US,"San Francisco, CA, USA",LTL,mt,1,517.5
2023-10-10,2024-01-16,2024-01-17,,US,"The Embarcadero, San Francisco, CA 94133, USA",US,"San Francisco, CA, USA",LTL,mt,1,517.5
2023-10-10,2024-01-16,2024-01-17,,US,"The Embarcadero, San Francisco, CA 94133, USA",US,"San Francisco, CA, USA",LTL,mt,1,517.5
2023-10-10,2023-10-10,2023-10-18,,AU,"Dandenong VIC 3175, Australia",AU,"81-85 Liardet St, Port Melbourne VIC 3207, Australia",LTL,mt,1,137.03
2023-10-10,2024-01-24,2024-01-25,,US,"The Embarcadero, San Francisco, CA 94133, USA",US,"San Francisco, CA, USA",LTL,mt,1,517.5
2023-10-10,2023-10-10,2023-10-18,,AU,"Dandenong VIC 3175, Australia",AU,"81-85 Liardet St, Port Melbourne VIC 3207, Australia",LTL,mt,1,137.03
2023-10-10,2023-12-04,2023-12-11,,US,"Battery Pl/West St, New York, NY 10280, USA",US,"3554-4098 Shellmound St, Oakland, CA 94608, USA",LTL,mt,1,692.15
2023-10-10,2023-10-10,2023-10-18,,AU,"Melbourne VIC, Australia",AU,"81-85 Liardet St, Port Melbourne VIC 3207, Australia",LTL,mt,1,137.03
2023-10-10,2023-12-14,2023-12-21,,US,"Battery Pl/West St, New York, NY 10280, USA",US,"3554-4098 Shellmound St, Oakland, CA 94608, USA",LTL,mt,1,692.15
2023-10-10,2023-10-10,2023-10-18,,AU,"Melbourne VIC, Australia",AU,"81-85 Liardet St, Port Melbourne VIC 3207, Australia",LTL,mt,1,137.03
2023-10-10,2023-12-04,2023-12-06,,US,"Via Cabrillo-Marina, San Pedro, CA 90731, USA",US,"3554-4098 Shellmound St, Oakland, CA 94608, USA",LTL,mt,1,632.78
2023-10-10,2023-10-10,2023-10-18,,AU,"Melbourne VIC, Australia",AU,"81-85 Liardet St, Port Melbourne VIC 3207, Australia",LTL,mt,1,137.03
2023-10-10,2023-12-11,2023-12-13,,US,"Via Cabrillo-Marina, San Pedro, CA 90731, USA",US,"3554-4098 Shellmound St, Oakland, CA 94608, USA",LTL,mt,1,632.78
2023-10-10,2023-10-10,2023-10-18,,AU,"Melbourne VIC, Australia",AU,"81-85 Liardet St, Port Melbourne VIC 3207, Australia",LTL,mt,1,137.03
2023-10-10,2023-12-18,2023-12-21,,US,"National Park, NJ 08063, USA",US,"Battery Pl/West St, New York, NY 10280, USA",LTL,mt,1,728.55
2023-10-10,2023-10-10,2023-10-24,,BD,"Narayanganj Bus Stop, Dhaka, Bangladesh",BD,"44-45 Bangshal Rd, Chittagong 4000, Bangladesh",LTL,mt,1,230
2023-10-10,2023-12-28,2024-01-02,,US,"National Park, NJ 08063, USA",US,"Battery Pl/West St, New York, NY 10280, USA",LTL,mt,1,728.55
2023-10-10,2023-10-10,2023-10-24,,BD,"Narayanganj Bus Stop, Dhaka, Bangladesh",BD,"44-45 Bangshal Rd, Chittagong 4000, Bangladesh",LTL,mt,1,230
2023-10-10,2023-10-10,2023-10-24,,BD,"Narayanganj Bus Stop, Dhaka, Bangladesh",BD,"44-45 Bangshal Rd, Chittagong 4000, Bangladesh",LTL,mt,1,230
2023-10-10,2023-12-14,2023-12-21,,US,"Via Cabrillo-Marina, San Pedro, CA 90731, USA",US,"Battery Pl/West St, New York, NY 10280, USA",LTL,mt,1,1389.59
2023-10-10,2023-10-10,2023-10-24,,BD,"Narayanganj Bus Stop, Dhaka, Bangladesh",BD,"44-45 Bangshal Rd, Chittagong 4000, Bangladesh",LTL,mt,1,230
2023-10-10,2023-11-17,2023-11-20,,US,"National Park, NJ 08063, USA",US,"Battery Pl/West St, New York, NY 10280, USA",LTL,mt,1,898.15
2023-10-10,2023-12-14,2023-12-18,,US,"National Park, NJ 08063, USA",US,"Battery Pl/West St, New York, NY 10280, USA",LTL,mt,1,898.15
2023-10-10,2023-12-07,2023-12-14,,US,"Via Cabrillo-Marina, San Pedro, CA 90731, USA",US,"Battery Pl/West St, New York, NY 10280, USA",LTL,mt,1,7672.34
2023-10-10,2023-12-01,2023-12-04,,US,"National Park, NJ 08063, USA",US,"Battery Pl/West St, New York, NY 10280, USA",LTL,mt,1,898.15
2023-10-10,2023-12-28,2024-01-01,,US,"National Park, NJ 08063, USA",US,"Battery Pl/West St, New York, NY 10280, USA",LTL,mt,1,898.15
2023-10-10,2023-12-14,2023-12-21,,US,"Via Cabrillo-Marina, San Pedro, CA 90731, USA",US,"Battery Pl/West St, New York, NY 10280, USA",LTL,mt,1,7672.34
2023-10-10,2023-11-28,2023-11-29,,US,"3554-4098 Shellmound St, Oakland, CA 94608, USA",US,"Pleasanton, CA, USA",LTL,mt,1,363.55
2023-10-10,2023-11-20,2023-11-21,,US,"3554-4098 Shellmound St, Oakland, CA 94608, USA",US,"Pleasanton, CA, USA",LTL,mt,1,363.55
2023-10-10,2023-11-20,2023-11-27,,US,"Battery Pl/West St, New York, NY 10280, USA",US,"Pleasanton, CA, USA",LTL,mt,1,701.19
2023-10-10,2023-11-27,2023-12-04,,US,"Battery Pl/West St, New York, NY 10280, USA",US,"Pleasanton, CA, USA",LTL,mt,1,701.19
2023-10-10,2023-11-28,2023-12-05,,US,"Battery Pl/West St, New York, NY 10280, USA",US,"Pleasanton, CA, USA",LTL,mt,1,701.19
2023-10-10,2023-11-17,2023-11-21,,US,"Via Cabrillo-Marina, San Pedro, CA 90731, USA",US,"Pleasanton, CA, USA",LTL,mt,1,660
2023-10-10,2023-11-09,2023-11-13,,US,"Via Cabrillo-Marina, San Pedro, CA 90731, USA",US,"Pleasanton, CA, USA",LTL,mt,1,660
2023-10-10,2023-11-27,2023-11-29,,US,"Via Cabrillo-Marina, San Pedro, CA 90731, USA",US,"Pleasanton, CA, USA",LTL,mt,1,660
2023-10-10,2023-11-20,2023-11-22,,US,"Via Cabrillo-Marina, San Pedro, CA 90731, USA",US,"Pleasanton, CA, USA",LTL,mt,1,660
2023-10-10,2023-11-24,2023-11-27,,US,"3554-4098 Shellmound St, Oakland, CA 94608, USA",US,"Pleasanton, CA, USA",LTL,mt,1,363.55
2023-10-10,2023-10-10,2023-10-17,,MY,"Bandar Johor Bahru, 80000 Johor Bahru, Johor, Malaysia",MY,"Lingkaran Sultan Hishamuddin, Kawasan Perindustrian Selat Klang Utara, 42000 Pelabuhan Klang, Selangor, Malaysia",LTL,mt,1,280.37
2023-10-10,2023-12-06,2023-12-07,,US,"3554-4098 Shellmound St, Oakland, CA 94608, USA",US,"Pleasanton, CA, USA",LTL,mt,1,363.55
2023-10-10,2023-10-10,2023-10-17,,MY,"Bandar Johor Bahru, 80000 Johor Bahru, Johor, Malaysia",MY,"Lingkaran Sultan Hishamuddin, Kawasan Perindustrian Selat Klang Utara, 42000 Pelabuhan Klang, Selangor, Malaysia",LTL,mt,1,280.37
2023-10-10,2023-12-06,2023-12-13,,US,"Battery Pl/West St, New York, NY 10280, USA",US,"Pleasanton, CA, USA",LTL,mt,1,701.19
2023-10-10,2023-10-10,2023-10-17,,MY,"Bandar Johor Bahru, 80000 Johor Bahru, Johor, Malaysia",MY,"Lingkaran Sultan Hishamuddin, Kawasan Perindustrian Selat Klang Utara, 42000 Pelabuhan Klang, Selangor, Malaysia",LTL,mt,1,280.37
2023-10-10,2023-11-20,2023-11-27,,US,"Battery Pl/West St, New York, NY 10280, USA",US,"Pleasanton, CA, USA",LTL,mt,1,701.19
2023-10-10,2023-10-10,2023-10-17,,MY,"Bandar Johor Bahru, 80000 Johor Bahru, Johor, Malaysia",MY,"Lingkaran Sultan Hishamuddin, Kawasan Perindustrian Selat Klang Utara, 42000 Pelabuhan Klang, Selangor, Malaysia",LTL,mt,1,280.37
2023-10-10,2023-12-01,2023-12-05,,US,"Via Cabrillo-Marina, San Pedro, CA 90731, USA",US,"Pleasanton, CA, USA",LTL,mt,1,660
2023-10-10,2023-10-10,2023-10-27,,MY,"Bandar Johor Bahru, 80000 Johor Bahru, Johor, Malaysia",MY,"Lingkaran Sultan Hishamuddin, Kawasan Perindustrian Selat Klang Utara, 42000 Pelabuhan Klang, Selangor, Malaysia",LTL,mt,1,280.37
2023-10-10,2023-12-04,2023-12-06,,US,"Via Cabrillo-Marina, San Pedro, CA 90731, USA",US,"Pleasanton, CA, USA",LTL,mt,1,660
2023-10-10,2023-10-10,2023-10-17,,MY,"Bandar Johor Bahru, 80000 Johor Bahru, Johor, Malaysia",MY,"Lingkaran Sultan Hishamuddin, Kawasan Perindustrian Selat Klang Utara, 42000 Pelabuhan Klang, Selangor, Malaysia",LTL,mt,1,280.37
2023-10-10,2023-11-22,2023-11-24,,US,"Via Cabrillo-Marina, San Pedro, CA 90731, USA",US,"Pleasanton, CA, USA",LTL,mt,1,660
2023-10-10,2023-10-10,2023-10-17,,MY,"Bandar Johor Bahru, 80000 Johor Bahru, Johor, Malaysia",MY,"Lingkaran Sultan Hishamuddin, Kawasan Perindustrian Selat Klang Utara, 42000 Pelabuhan Klang, Selangor, Malaysia",LTL,mt,1,280.37
2023-10-10,2023-12-05,2023-12-06,,US,"3554-4098 Shellmound St, Oakland, CA 94608, USA",US,"Pleasanton, CA, USA",LTL,mt,1,363.55
2023-10-10,2023-10-10,2023-10-17,,MY,"Bandar Johor Bahru, 80000 Johor Bahru, Johor, Malaysia",MY,"Malaysia Heavy Marine Engineering, Pasir Gudang, Johor, Malaysia",LTL,mt,1,280.37
2023-10-10,2023-11-27,2023-11-28,,US,"3554-4098 Shellmound St, Oakland, CA 94608, USA",US,"Pleasanton, CA, USA",LTL,mt,1,363.55
2023-10-10,2023-10-10,2023-10-17,,MY,"Bandar Johor Bahru, 80000 Johor Bahru, Johor, Malaysia",MY,"Malaysia Heavy Marine Engineering, Pasir Gudang, Johor, Malaysia",LTL,mt,1,280.37
2023-10-10,2023-12-04,2023-12-11,,US,"Battery Pl/West St, New York, NY 10280, USA",US,"Pleasanton, CA, USA",LTL,mt,1,701.19
2023-10-10,2023-10-10,2023-10-27,,MY,"Bandar Johor Bahru, 80000 Johor Bahru, Johor, Malaysia",MY,"Malaysia Heavy Marine Engineering, Pasir Gudang, Johor, Malaysia",LTL,mt,1,280.37
2023-10-10,2023-11-27,2023-12-04,,US,"Battery Pl/West St, New York, NY 10280, USA",US,"Pleasanton, CA, USA",LTL,mt,1,701.19
2023-10-10,2023-10-10,2023-10-24,,MY,"Bandar Johor Bahru, 80000 Johor Bahru, Johor, Malaysia",MY,"Malaysia Heavy Marine Engineering, Pasir Gudang, Johor, Malaysia",LTL,mt,1,280.37
2023-10-10,2023-11-27,2023-12-04,,US,"Battery Pl/West St, New York, NY 10280, USA",US,"Pleasanton, CA, USA",LTL,mt,1,701.19
2023-10-10,2023-10-10,2023-10-20,,MY,"Bandar Johor Bahru, 80000 Johor Bahru, Johor, Malaysia",MY,"Malaysia Heavy Marine Engineering, Pasir Gudang, Johor, Malaysia",LTL,mt,1,280.37
2023-10-10,2023-11-20,2023-11-27,,US,"Battery Pl/West St, New York, NY 10280, USA",US,"Pleasanton, CA, USA",LTL,mt,1,701.19
2023-10-10,2023-10-10,2023-10-17,,MY,"Bandar Johor Bahru, 80000 Johor Bahru, Johor, Malaysia",MY,"Malaysia Heavy Marine Engineering, Pasir Gudang, Johor, Malaysia",LTL,mt,1,280.37
2023-10-10,2023-12-04,2023-12-11,,US,"Battery Pl/West St, New York, NY 10280, USA",US,"Pleasanton, CA, USA",LTL,mt,1,701.19
2023-10-10,2023-10-10,2023-10-17,,MY,"Bandar Johor Bahru, 80000 Johor Bahru, Johor, Malaysia",MY,"Malaysia Heavy Marine Engineering, Pasir Gudang, Johor, Malaysia",LTL,mt,1,280.37
2023-10-10,2023-12-05,2023-12-12,,US,"Battery Pl/West St, New York, NY 10280, USA",US,"Pleasanton, CA, USA",LTL,mt,1,701.19
2023-10-10,2023-10-10,2023-10-17,,MY,"Bandar Johor Bahru, 80000 Johor Bahru, Johor, Malaysia",MY,"Malaysia Heavy Marine Engineering, Pasir Gudang, Johor, Malaysia",LTL,mt,1,280.37
2023-10-10,2023-11-23,2023-11-27,,US,"Via Cabrillo-Marina, San Pedro, CA 90731, USA",US,"Pleasanton, CA, USA",LTL,mt,1,660
2023-10-10,2023-10-10,2023-10-27,,MY,"Bandar Johor Bahru, 80000 Johor Bahru, Johor, Malaysia",MY,"Malaysia Heavy Marine Engineering, Pasir Gudang, Johor, Malaysia",LTL,mt,1,280.37
2023-10-10,2023-11-24,2023-11-28,,US,"Via Cabrillo-Marina, San Pedro, CA 90731, USA",US,"Pleasanton, CA, USA",LTL,mt,1,660
2023-10-10,2023-10-10,2023-10-22,,MY,"Bandar Johor Bahru, 80000 Johor Bahru, Johor, Malaysia",MY,"Malaysia Heavy Marine Engineering, Pasir Gudang, Johor, Malaysia",LTL,mt,1,280.37
2023-10-10,2023-11-16,2023-11-20,,US,"Via Cabrillo-Marina, San Pedro, CA 90731, USA",US,"Pleasanton, CA, USA",LTL,mt,1,660
2023-10-10,2023-10-10,2023-10-20,,MY,"Bandar Johor Bahru, 80000 Johor Bahru, Johor, Malaysia",MY,"Malaysia Heavy Marine Engineering, Pasir Gudang, Johor, Malaysia",LTL,mt,1,280.37
2023-10-10,2023-12-04,2023-12-06,,US,"Via Cabrillo-Marina, San Pedro, CA 90731, USA",US,"Pleasanton, CA, USA",LTL,mt,1,660
2023-10-10,2023-10-10,2023-10-17,,MY,"Bandar Johor Bahru, 80000 Johor Bahru, Johor, Malaysia",MY,"Malaysia Heavy Marine Engineering, Pasir Gudang, Johor, Malaysia",LTL,mt,1,280.37
2023-10-10,2023-11-27,2023-11-29,,US,"Via Cabrillo-Marina, San Pedro, CA 90731, USA",US,"Pleasanton, CA, USA",LTL,mt,1,660
2023-10-10,2023-10-10,2023-10-17,,MY,"Bandar Johor Bahru, 80000 Johor Bahru, Johor, Malaysia",MY,"Malaysia Heavy Marine Engineering, Pasir Gudang, Johor, Malaysia",LTL,mt,1,280.37
2023-10-09,2023-12-13,2023-12-20,,US,"Via Cabrillo-Marina, San Pedro, CA 90731, USA",US,"First Street Metromover Station, Miami, FL 33132, USA",LTL,mt,1,1583.47
2023-10-09,2023-10-16,2023-10-18,,IT,"SS 1, 16126 Genova GE, Italy",IT,"Zone 1 of Milan, Milan, Metropolitan City of Milan, Italy",LTL,mt,1,187.4
2023-10-09,2023-12-04,2023-12-11,,US,"Via Cabrillo-Marina, San Pedro, CA 90731, USA",US,"First Street Metromover Station, Miami, FL 33132, USA",LTL,mt,1,1583.47
2023-10-09,2023-10-16,2023-10-18,,IT,"SS 1, 16126 Genova GE, Italy",IT,"Zone 1 of Milan, Milan, Metropolitan City of Milan, Italy",LTL,mt,1,187.4
2023-10-09,2024-01-03,2024-01-12,,NG,"Admiralty Dr, Eti-Osa, Lagos, Nigeria",NG,"Lagos, Nigeria",LTL,mt,1,287.5
2023-10-09,2023-10-12,2023-10-31,,US,"843-837 S Dallas St, Baltimore, MD 21231, USA",US,"Battery Pl/West St, New York, NY 10280, USA",LTL,mt,1,254.35
2023-10-09,2023-12-27,2024-01-05,,NG,"Admiralty Dr, Eti-Osa, Lagos, Nigeria",NG,"Lagos, Nigeria",LTL,mt,1,287.5
2023-10-09,2023-10-12,2023-10-24,,US,"843-837 S Dallas St, Baltimore, MD 21231, USA",US,"Battery Pl/West St, New York, NY 10280, USA",LTL,mt,1,254.35
2023-10-09,2023-12-20,2023-12-29,,NG,"Admiralty Dr, Eti-Osa, Lagos, Nigeria",NG,"Lagos, Nigeria",LTL,mt,1,287.5
2023-10-09,2023-10-12,2023-10-17,,US,"843-837 S Dallas St, Baltimore, MD 21231, USA",US,"Battery Pl/West St, New York, NY 10280, USA",LTL,mt,1,254.35
2023-10-09,2023-11-27,2023-12-06,,NG,"Admiralty Dr, Eti-Osa, Lagos, Nigeria",NG,"Lagos, Nigeria",LTL,mt,1,287.5
2023-10-09,2023-10-12,2023-10-13,,US,"843-837 S Dallas St, Baltimore, MD 21231, USA",US,"Battery Pl/West St, New York, NY 10280, USA",LTL,mt,1,261.46
2023-10-09,2024-01-01,2024-01-10,,NG,"Admiralty Dr, Eti-Osa, Lagos, Nigeria",NG,"Lagos, Nigeria",LTL,mt,1,287.5
2023-10-09,2023-10-12,2023-11-09,,US,"843-837 S Dallas St, Baltimore, MD 21231, USA",US,"Battery Pl/West St, New York, NY 10280, USA",LTL,mt,1,498.41
2023-10-09,2023-12-14,2023-12-25,,NG,"Admiralty Dr, Eti-Osa, Lagos, Nigeria",NG,"Lagos, Nigeria",LTL,mt,1,287.5
2023-10-09,2023-10-12,2023-10-26,,US,"843-837 S Dallas St, Baltimore, MD 21231, USA",US,"Battery Pl/West St, New York, NY 10280, USA",LTL,mt,1,498.41
2023-10-09,2023-12-11,2023-12-20,,NG,"Admiralty Dr, Eti-Osa, Lagos, Nigeria",NG,"Lagos, Nigeria",LTL,mt,1,287.5
2023-10-09,2023-10-12,2023-10-19,,US,"843-837 S Dallas St, Baltimore, MD 21231, USA",US,"Battery Pl/West St, New York, NY 10280, USA",LTL,mt,1,498.41
2023-10-09,2023-12-25,2024-01-03,,NG,"Admiralty Dr, Eti-Osa, Lagos, Nigeria",NG,"Lagos, Nigeria",LTL,mt,1,287.5
2023-10-09,2023-10-12,2023-11-02,,US,"843-837 S Dallas St, Baltimore, MD 21231, USA",US,"Battery Pl/West St, New York, NY 10280, USA",LTL,mt,1,498.41
2023-10-09,2023-11-30,2023-12-11,,NG,"Admiralty Dr, Eti-Osa, Lagos, Nigeria",NG,"Lagos, Nigeria",LTL,mt,1,287.5
2023-10-09,2023-10-12,2023-10-16,,US,"843-837 S Dallas St, Baltimore, MD 21231, USA",US,"Battery Pl/West St, New York, NY 10280, USA",LTL,mt,1,498.41
2023-10-09,2024-01-01,2024-01-10,,NG,"Admiralty Dr, Eti-Osa, Lagos, Nigeria",NG,"Lagos, Nigeria",LTL,mt,1,287.5
2023-10-09,2023-10-12,2023-11-13,,US,"843-837 S Dallas St, Baltimore, MD 21231, USA",US,"Battery Pl/West St, New York, NY 10280, USA",LTL,mt,1,517.5
2023-10-09,2023-12-25,2024-01-03,,NG,"Admiralty Dr, Eti-Osa, Lagos, Nigeria",NG,"Lagos, Nigeria",LTL,mt,1,287.5
2023-10-09,2023-10-12,2023-11-06,,US,"843-837 S Dallas St, Baltimore, MD 21231, USA",US,"Battery Pl/West St, New York, NY 10280, USA",LTL,mt,1,517.5
2023-10-09,2023-12-18,2023-12-27,,NG,"Admiralty Dr, Eti-Osa, Lagos, Nigeria",NG,"Lagos, Nigeria",LTL,mt,1,287.5
2023-10-09,2023-10-12,2023-10-30,,US,"843-837 S Dallas St, Baltimore, MD 21231, USA",US,"Battery Pl/West St, New York, NY 10280, USA",LTL,mt,1,517.5
2023-10-09,2023-12-11,2023-12-20,,NG,"Admiralty Dr, Eti-Osa, Lagos, Nigeria",NG,"Lagos, Nigeria",LTL,mt,1,287.5
2023-10-09,2023-10-12,2023-10-23,,US,"843-837 S Dallas St, Baltimore, MD 21231, USA",US,"Battery Pl/West St, New York, NY 10280, USA",LTL,mt,1,517.5
2023-10-09,2023-12-29,2024-01-09,,NG,"Admiralty Dr, Eti-Osa, Lagos, Nigeria",NG,"Lagos, Nigeria",LTL,mt,1,287.5
2023-10-09,2023-10-12,2023-10-19,,US,"843-837 S Dallas St, Baltimore, MD 21231, USA",US,"Via Cabrillo-Marina, San Pedro, CA 90731, USA",LTL,mt,1,808.71
2023-10-09,2024-01-04,2024-01-15,,NG,"Admiralty Dr, Eti-Osa, Lagos, Nigeria",NG,"Lagos, Nigeria",LTL,mt,1,287.5
2023-10-09,2023-10-12,2023-10-25,,US,"843-837 S Dallas St, Baltimore, MD 21231, USA",US,"Via Cabrillo-Marina, San Pedro, CA 90731, USA",LTL,mt,1,491.35
2023-10-09,2024-01-23,2024-02-01,,NG,"Admiralty Dr, Eti-Osa, Lagos, Nigeria",NG,"Lagos, Nigeria",LTL,mt,1,287.5
2023-10-09,2023-10-12,2023-11-16,,US,"843-837 S Dallas St, Baltimore, MD 21231, USA",US,"Via Cabrillo-Marina, San Pedro, CA 90731, USA",LTL,mt,1,551.97
2023-10-09,2024-01-16,2024-01-25,,NG,"Admiralty Dr, Eti-Osa, Lagos, Nigeria",NG,"Lagos, Nigeria",LTL,mt,1,287.5
2023-10-09,2023-10-12,2023-11-09,,US,"843-837 S Dallas St, Baltimore, MD 21231, USA",US,"Via Cabrillo-Marina, San Pedro, CA 90731, USA",LTL,mt,1,551.97
2023-10-09,2024-01-09,2024-01-18,,NG,"Admiralty Dr, Eti-Osa, Lagos, Nigeria",NG,"Lagos, Nigeria",LTL,mt,1,287.5
2023-10-09,2023-10-12,2023-11-02,,US,"843-837 S Dallas St, Baltimore, MD 21231, USA",US,"Via Cabrillo-Marina, San Pedro, CA 90731, USA",LTL,mt,1,551.97
2023-10-09,2024-01-02,2024-01-11,,NG,"Admiralty Dr, Eti-Osa, Lagos, Nigeria",NG,"Lagos, Nigeria",LTL,mt,1,287.5
2023-10-09,2023-10-12,2023-10-25,,US,"843-837 S Dallas St, Baltimore, MD 21231, USA",US,"Via Cabrillo-Marina, San Pedro, CA 90731, USA",LTL,mt,1,551.97
2023-10-09,2023-12-28,2024-01-08,,NG,"Admiralty Dr, Eti-Osa, Lagos, Nigeria",NG,"Lagos, Nigeria",LTL,mt,1,287.5
2023-10-09,2023-10-12,2023-10-18,,US,"843-837 S Dallas St, Baltimore, MD 21231, USA",US,"Via Cabrillo-Marina, San Pedro, CA 90731, USA",LTL,mt,1,551.97
2023-10-09,2024-01-24,2024-02-02,,NG,"Admiralty Dr, Eti-Osa, Lagos, Nigeria",NG,"Lagos, Nigeria",LTL,mt,1,287.5
2023-10-09,2023-10-12,2023-11-02,,US,"843-837 S Dallas St, Baltimore, MD 21231, USA",US,"Via Cabrillo-Marina, San Pedro, CA 90731, USA",LTL,mt,1,551.97
2023-10-09,2024-01-17,2024-01-26,,NG,"Admiralty Dr, Eti-Osa, Lagos, Nigeria",NG,"Lagos, Nigeria",LTL,mt,1,287.5
2023-10-09,2023-10-12,2023-10-25,,US,"843-837 S Dallas St, Baltimore, MD 21231, USA",US,"Via Cabrillo-Marina, San Pedro, CA 90731, USA",LTL,mt,1,551.97
2023-10-09,2024-01-08,2024-01-17,,NG,"Admiralty Dr, Eti-Osa, Lagos, Nigeria",NG,"Lagos, Nigeria",LTL,mt,1,287.5
2023-10-09,2023-10-12,2023-10-30,,US,"843-837 S Dallas St, Baltimore, MD 21231, USA",US,"Via Cabrillo-Marina, San Pedro, CA 90731, USA",LTL,mt,1,551.97
2023-10-09,2024-01-01,2024-01-10,,NG,"Admiralty Dr, Eti-Osa, Lagos, Nigeria",NG,"Lagos, Nigeria",LTL,mt,1,287.5
2023-10-09,2023-10-12,2023-10-23,,US,"843-837 S Dallas St, Baltimore, MD 21231, USA",US,"Via Cabrillo-Marina, San Pedro, CA 90731, USA",LTL,mt,1,551.97
2023-10-09,2023-11-30,2023-12-11,,NG,"Admiralty Dr, Eti-Osa, Lagos, Nigeria",NG,"Lagos, Nigeria",LTL,mt,1,287.5
2023-10-09,2024-01-03,2024-01-12,,NG,"Admiralty Dr, Eti-Osa, Lagos, Nigeria",NG,"Lagos, Nigeria",LTL,mt,1,287.5
2023-10-09,2023-12-27,2024-01-05,,NG,"Admiralty Dr, Eti-Osa, Lagos, Nigeria",NG,"Lagos, Nigeria",LTL,mt,1,287.5
